contest_id,contest_name,start_time,length
842,"Codeforces Round 430 (Div. 2)Enter »Virtual participation »","2017-08-29 18:05:00",02:00:00
843,"AIM Tech Round 4 (Div. 1)Enter »Virtual participation »","2017-08-24 19:35:00",02:30:00
844,"AIM Tech Round 4 (Div. 2)Enter »Virtual participation »","2017-08-24 19:35:00",02:30:00
845,"Educational Codeforces Round 27Enter »Virtual participation »","2017-08-21 18:05:00",02:00:00
846,"Educational Codeforces Round 28Enter »Virtual participation »","2017-09-05 18:05:00",02:00:00
847,"2017-2018 ACM-ICPC, NEERC, Southern Subregional Contest, qualification stage (Online Mirror, ACM-ICPC Rules, Teams Preferred)Enter »Virtual participation »","2017-09-18 16:05:00",04:00:00
848,"Codeforces Round 431 (Div. 1)Enter »Virtual participation »","2017-09-01 16:35:00",02:00:00
849,"Codeforces Round 431 (Div. 2)Enter »Virtual participation »","2017-09-01 16:35:00",02:00:00
850,"Codeforces Round 432 (Div. 1, based on IndiaHacks Final Round 2017)Enter »Virtual participation »","2017-09-04 17:35:00",02:30:00
851,"Codeforces Round 432 (Div. 2, based on IndiaHacks Final Round 2017)Enter »Virtual participation »","2017-09-04 17:35:00",02:30:00
852,"Bubble Cup X - Finals [Online Mirror]Enter »Virtual participation »","2017-09-03 13:00:00",05:00:00
853,"Codeforces Round 433 (Div. 1, based on Olympiad of Metropolises)Enter »Virtual participation »","2017-09-06 15:55:00",02:00:00
854,"Codeforces Round 433 (Div. 2, based on Olympiad of Metropolises)Enter »Virtual participation »","2017-09-06 15:55:00",02:00:00
855,"Manthan, Codefest 17Enter »Virtual participation »","2017-09-24 17:35:00",02:30:00
856,"Russian Code Cup 2017 - Finals [Unofficial Mirror, Div. 1 Only Recommended, Teams Allowed]Enter »Virtual participation »","2017-09-10 16:35:00",03:00:00
859,"MemSQL Start[c]UP 3.0 - Round 1Enter »Virtual participation »","2017-09-16 20:35:00",02:30:00
860,"Codeforces Round 434 (Div. 1, based on Technocup 2018 Elimination Round 1)Enter »Virtual participation »","2017-09-17 16:05:00",02:20:00
861,"Codeforces Round 434 (Div. 2, based on Technocup 2018 Elimination Round 1)Enter »Virtual participation »","2017-09-17 16:05:00",02:20:00
862,"Codeforces Round 435 (Div. 2)Enter »Virtual participation »","2017-09-19 18:05:00",02:00:00
863,"Educational Codeforces Round 29Enter »Virtual participation »","2017-09-21 18:05:00",02:00:00
864,"Codeforces Round 436 (Div. 2)Enter »Virtual participation »","2017-09-25 13:35:00",02:00:00
865,"MemSQL Start[c]UP 3.0 - Round 2 (onsite finalists)Enter »Virtual participation »","2017-09-30 20:05:00",03:00:00
866,"MemSQL Start[c]UP 3.0 - Round 2 and Codeforces Round 437 (Div. 1)Enter »Virtual participation »","2017-09-30 20:05:00",03:00:00
867,"Codeforces Round 437 (Div. 2, based on MemSQL Start[c]UP 3.0 - Round 2)Enter »Virtual participation »","2017-09-30 20:05:00",03:00:00
868,"Codeforces Round 438 by Sberbank and Barcelona Bootcamp (Div. 1 + Div. 2 combined)Enter »Virtual participation »","2017-10-05 10:05:00",03:00:00
869,"Codeforces Round 439 (Div. 2)Enter »Virtual participation »","2017-10-06 16:35:00",02:00:00
870,"Technocup 2018 - Elimination Round 2Enter »Virtual participation »","2017-10-15 11:05:00",02:00:00
871,"Codeforces Round 440 (Div. 1, based on Technocup 2018 Elimination Round 2)Enter »Virtual participation »","2017-10-15 11:05:00",02:00:00
872,"Codeforces Round 440 (Div. 2, based on Technocup 2018 Elimination Round 2)Enter »Virtual participation »","2017-10-15 11:05:00",02:00:00
873,"Educational Codeforces Round 30Enter »Virtual participation »","2017-10-12 17:05:00",02:00:00
874,"Technocup 2018 - Practice Round 2Enter »","2017-10-12 10:00:00",03:00:00
875,"Codeforces Round 441 (Div. 1, by Moscow Team Olympiad)Enter »Virtual participation »","2017-10-16 14:05:00",02:00:00
876,"Codeforces Round 441 (Div. 2, by Moscow Team Olympiad)Enter »Virtual participation »","2017-10-16 14:05:00",02:00:00
877,"Codeforces Round 442 (Div. 2)Enter »Virtual participation »","2017-10-23 18:45:00",02:00:00
878,"Codeforces Round 443 (Div. 1)Enter »Virtual participation »","2017-10-26 17:45:00",02:00:00
879,"Codeforces Round 443 (Div. 2)Enter »Virtual participation »","2017-10-26 17:45:00",02:00:00
883,"2017-2018 ACM-ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)Enter »Virtual participation »","2017-10-21 11:05:00",05:00:00
884,"Educational Codeforces Round 31Enter »Virtual participation »","2017-10-27 17:05:00",02:00:00
887,"Codeforces Round 444 (Div. 2)Enter »Virtual participation »","2017-11-03 19:05:00",02:30:00
888,"Educational Codeforces Round 32Enter »Virtual participation »","2017-11-09 18:05:00",02:00:00
889,"Codeforces Round 445 (Div. 1, based on Technocup 2018 Elimination Round 3)Enter »Virtual participation »","2017-11-12 19:05:00",02:30:00
890,"Codeforces Round 445 (Div. 2, based on Technocup 2018 Elimination Round 3)Enter »Virtual participation »","2017-11-12 19:05:00",02:30:00
891,"Codeforces Round 446 (Div. 1)Enter »Virtual participation »","2017-11-17 17:35:00",02:00:00
892,"Codeforces Round 446 (Div. 2)Enter »Virtual participation »","2017-11-17 17:35:00",02:00:00
893,"Educational Codeforces Round 33 (Rated for Div. 2)Enter »Virtual participation »","2017-11-23 18:05:00",02:00:00
894,"Codeforces Round 447 (Div. 2)Enter »Virtual participation »","2017-11-19 16:55:00",02:00:00
895,"Codeforces Round 448 (Div. 2)Enter »Virtual participation »","2017-11-26 19:05:00",02:00:00
896,"Codeforces Round 449 (Div. 1)Enter »Virtual participation »","2017-12-02 17:05:00",02:15:00
897,"Codeforces Round 449 (Div. 2)Enter »Virtual participation »","2017-12-02 17:05:00",02:15:00
898,"Codeforces Round 451 (Div. 2)Enter »Virtual participation »","2017-12-16 14:35:00",02:00:00
899,"Codeforces Round 452 (Div. 2)Enter »Virtual participation »","2017-12-17 09:35:00",02:00:00
900,"Codeforces Round 450 (Div. 2)Enter »Virtual participation »","2017-12-11 19:05:00",02:00:00
901,"Codeforces Round 453 (Div. 1)Enter »Virtual participation »","2017-12-19 18:35:00",02:00:00
902,"Codeforces Round 453 (Div. 2)Enter »Virtual participation »","2017-12-19 18:35:00",02:00:00
903,"Educational Codeforces Round 34 (Rated for Div. 2)Enter »Virtual participation »","2017-12-12 18:05:00",02:00:00
906,"Codeforces Round 454 (Div. 1, based on Technocup 2018 Elimination Round 4)Enter »Virtual participation »","2017-12-23 17:05:00",02:00:00
907,"Codeforces Round 454 (Div. 2, based on Technocup 2018 Elimination Round 4)Enter »Virtual participation »","2017-12-23 17:05:00",02:00:00
908,"Good Bye 2017Enter »Virtual participation »","2017-12-29 18:40:00",02:30:00
909,"Codeforces Round 455 (Div. 2)Enter »Virtual participation »","2017-12-27 19:35:00",02:00:00
910,"Testing Round 14 (Unrated)Enter »Virtual participation »","2017-12-22 14:05:00",01:30:00
911,"Educational Codeforces Round 35 (Rated for Div. 2)Enter »Virtual participation »","2017-12-28 17:05:00",02:00:00
912,"Codeforces Round 456 (Div. 2)Enter »Virtual participation »","2018-01-05 17:35:00",02:00:00
913,"Hello 2018Enter »Virtual participation »","2018-01-08 17:45:00",02:30:00
914,"Codecraft-18 and Codeforces Round 458 (Div. 1 + Div. 2, combined)Enter »Virtual participation »","2018-01-20 18:35:00",03:00:00
915,"Educational Codeforces Round 36 (Rated for Div. 2)Enter »Virtual participation »","2018-01-13 16:05:00",02:00:00
916,"Codeforces Round 457 (Div. 2)Enter »Virtual participation »","2018-01-19 17:35:00",02:00:00
917,"Codeforces Round 459 (Div. 1)Enter »Virtual participation »","2018-01-29 17:35:00",02:00:00
918,"Codeforces Round 459 (Div. 2)Enter »Virtual participation »","2018-01-29 17:35:00",02:00:00
919,"Codeforces Round 460 (Div. 2)Enter »Virtual participation »","2018-01-31 16:05:00",02:00:00
920,"Educational Codeforces Round 37 (Rated for Div. 2)Enter »Virtual participation »","2018-02-02 17:35:00",02:00:00
921,"AIM Tech Mini Marathon 1Enter »Virtual participation »","2018-02-01 19:00:00",03:00:00
922,"Codeforces Round 461 (Div. 2)Enter »Virtual participation »","2018-02-07 20:15:00",02:00:00
923,"VK Cup 2018 - Round 1Enter »Virtual participation »","2018-03-10 18:35:00",02:00:00
924,"VK Cup 2018 - Round 2Enter »Virtual participation »","2018-03-24 18:35:00",02:15:00
925,"VK Cup 2018 - Round 3Enter »Virtual participation »","2018-04-29 16:15:00",02:30:00
926,"VK Cup 2018 - Wild-card Round 1Enter »Virtual participation »","2018-03-17 18:35:00",02:00:00
927,"VK Cup 2018 - Wild-card Round 2Enter »","2018-04-19 18:35:00",07:00:00
930,"Codeforces Round 468 (Div. 1, based on Technocup 2018 Final Round)Enter »Virtual participation »","2018-03-04 18:35:00",02:00:00
931,"Codeforces Round 468 (Div. 2, based on Technocup 2018 Final Round)Enter »Virtual participation »","2018-03-04 18:35:00",02:00:00
932,"ICM Technex 2018 and Codeforces Round 463 (Div. 1 + Div. 2, combined)Enter »Virtual participation »","2018-02-15 17:35:00",02:00:00
933,"Codeforces Round 462 (Div. 1)Enter »Virtual participation »","2018-02-14 15:05:00",02:00:00
934,"Codeforces Round 462 (Div. 2)Enter »Virtual participation »","2018-02-14 15:05:00",02:00:00
935,"Codeforces Round 465 (Div. 2)Enter »Virtual participation »","2018-02-19 19:35:00",02:00:00
936,"Codeforces Round 467 (Div. 1)Enter »Virtual participation »","2018-02-25 19:05:00",02:00:00
937,"Codeforces Round 467 (Div. 2)Enter »Virtual participation »","2018-02-25 19:05:00",02:00:00
938,"Educational Codeforces Round 38 (Rated for Div. 2)Enter »Virtual participation »","2018-02-16 18:05:00",02:00:00
939,"Codeforces Round 464 (Div. 2)Enter »Virtual participation »","2018-02-17 13:05:00",02:00:00
940,"Codeforces Round 466 (Div. 2)Enter »Virtual participation »","2018-02-24 12:35:00",02:00:00
944,"Технокубок 2018 - Финал (только для онсайт-финалистов)Enter »Virtual participation »","2018-03-04 11:40:00",03:00:00
946,"Educational Codeforces Round 39 (Rated for Div. 2)Enter »Virtual participation »","2018-03-06 18:05:00",02:00:00
947,"Codeforces Round 470 (rated, Div. 1, based on VK Cup 2018 Round 1)Enter »Virtual participation »","2018-03-10 18:35:00",02:00:00
948,"Codeforces Round 470 (rated, Div. 2, based on VK Cup 2018 Round 1)Enter »Virtual participation »","2018-03-10 18:35:00",02:00:00
949,"Codeforces Round 469 (Div. 1)Enter »Virtual participation »","2018-03-09 11:10:00",02:30:00
950,"Codeforces Round 469 (Div. 2)Enter »Virtual participation »","2018-03-09 11:10:00",02:30:00
951,"VK Cup 2018 - FinalEnter »Virtual participation »","2018-08-12 10:40:00",03:00:00
952,"April Fools Contest 2018Enter »Virtual participation »","2018-04-01 18:35:00",02:00:00
953,"VK Cup 2018 - Wild-card Round 1 (unofficial unrated mirror)Enter »Virtual participation »","2018-03-17 18:35:00",02:00:00
954,"Educational Codeforces Round 40 (Rated for Div. 2)Enter »Virtual participation »","2018-03-22 09:05:00",03:00:00
955,"Codeforces Round 471 (Div. 2)Enter »Virtual participation »","2018-03-23 19:35:00",02:30:00
956,"Codeforces Round 472 (rated, Div. 1, based on VK Cup 2018 Round 2)Enter »Virtual participation »","2018-03-24 18:35:00",02:15:00
957,"Codeforces Round 472 (rated, Div. 2, based on VK Cup 2018 Round 2)Enter »Virtual participation »","2018-03-24 18:35:00",02:15:00
958,"Helvetic Coding Contest 2018 online mirror (teams allowed, unrated)Enter »Virtual participation »","2018-04-14 10:05:00",05:00:00
959,"Codeforces Round 473 (Div. 2)Enter »Virtual participation »","2018-04-03 19:05:00",02:00:00
960,"Divide by Zero 2018 and Codeforces Round 474 (Div. 1 + Div. 2, combined)Enter »Virtual participation »","2018-04-07 19:05:00",02:30:00
961,"Educational Codeforces Round 41 (Rated for Div. 2)Enter »Virtual participation »","2018-04-04 17:05:00",02:00:00
962,"Educational Codeforces Round 42 (Rated for Div. 2)Enter »Virtual participation »","2018-04-10 17:35:00",02:00:00
963,"Tinkoff Internship Warmup Round 2018 and Codeforces Round 475 (Div. 1)Enter »Virtual participation »","2018-04-17 17:05:00",02:00:00
964,"Tinkoff Internship Warmup Round 2018 and Codeforces Round 475 (Div. 2)Enter »Virtual participation »","2018-04-17 17:05:00",02:00:00
965,"Codeforces Round 476 (Div. 2) [Thanks, Telegram!]Enter »Virtual participation »","2018-04-25 20:35:00",02:00:00
966,"Codeforces Round 477 (rated, Div. 1, based on VK Cup 2018 Round 3)Enter »Virtual participation »","2018-04-29 16:15:00",02:30:00
967,"Codeforces Round 477 (rated, Div. 2, based on VK Cup 2018 Round 3)Enter »Virtual participation »","2018-04-29 16:15:00",02:30:00
975,"Codeforces Round 478 (Div. 2)Enter »Virtual participation »","2018-05-01 17:05:00",02:00:00
976,"Educational Codeforces Round 43 (Rated for Div. 2)Enter »Virtual participation »","2018-04-30 17:40:00",02:00:00
977,"Codeforces Round 479 (Div. 3)Enter »Virtual participation »","2018-05-06 17:05:00",02:00:00
978,"Codeforces Round 481 (Div. 3)Enter »Virtual participation »","2018-05-13 12:05:00",02:30:00
979,"Codeforces Round 482 (Div. 2)Enter »Virtual participation »","2018-05-14 17:35:00",02:00:00
980,"Codeforces Round 480 (Div. 2)Enter »Virtual participation »","2018-05-08 18:05:00",02:00:00
981,"Avito Code Challenge 2018Enter »Virtual participation »","2018-05-27 17:50:00",03:00:00
982,"Codeforces Round 484 (Div. 2)Enter »Virtual participation »","2018-05-17 19:35:00",02:00:00
983,"Codeforces Round 483 (Div. 1) [Thanks, Botan Investments and Victor Shaburov!]Enter »Virtual participation »","2018-05-15 17:45:00",02:00:00
984,"Codeforces Round 483 (Div. 2) [Thanks, Botan Investments and Victor Shaburov!]Enter »Virtual participation »","2018-05-15 17:45:00",02:00:00
985,"Educational Codeforces Round 44 (Rated for Div. 2)Enter »Virtual participation »","2018-05-21 17:45:00",02:00:00
986,"Codeforces Round 485 (Div. 1)Enter »Virtual participation »","2018-05-29 18:35:00",02:10:00
987,"Codeforces Round 485 (Div. 2)Enter »Virtual participation »","2018-05-29 18:35:00",02:10:00
988,"Codeforces Round 486 (Div. 3)Enter »Virtual participation »","2018-06-01 17:35:00",02:00:00
989,"Codeforces Round 487 (Div. 2)Enter »Virtual participation »","2018-06-11 16:35:00",02:00:00
990,"Educational Codeforces Round 45 (Rated for Div. 2)Enter »Virtual participation »","2018-06-10 13:05:00",02:00:00
991,"Codeforces Round 491 (Div. 2)Enter »Virtual participation »","2018-06-23 18:35:00",02:00:00
992,"Codeforces Round 489 (Div. 2)Enter »Virtual participation »","2018-06-18 19:35:00",02:00:00
993,"Codeforces Round 488 by NEAR (Div. 1)Enter »Virtual participation »","2018-06-16 19:35:00",02:30:00
994,"Codeforces Round 488 by NEAR (Div. 2)Enter »Virtual participation »","2018-06-16 19:35:00",02:30:00
995,"Codeforces Round 492 (Div. 1) [Thanks, uDebug!]Enter »Virtual participation »","2018-06-24 19:35:00",02:00:00
996,"Codeforces Round 492 (Div. 2) [Thanks, uDebug!]Enter »Virtual participation »","2018-06-24 19:35:00",02:00:00
997,"Codeforces Round 493 (Div. 1)Enter »Virtual participation »","2018-07-01 17:05:00",02:00:00
998,"Codeforces Round 493 (Div. 2)Enter »Virtual participation »","2018-07-01 17:05:00",02:00:00
999,"Codeforces Round 490 (Div. 3)Enter »Virtual participation »","2018-06-21 17:35:00",02:00:00
1000,"Educational Codeforces Round 46 (Rated for Div. 2)Enter »Virtual participation »","2018-06-27 17:35:00",02:00:00
1001,"Microsoft Q# Coding Contest - Summer 2018 - WarmupEnter »Virtual participation »","2018-06-29 19:00:00",03:00:00
1002,"Microsoft Q# Coding Contest - Summer 2018Enter »Virtual participation »","2018-07-06 19:00:00",03:00:00
1003,"Codeforces Round 494 (Div. 3)Enter »Virtual participation »","2018-07-03 17:35:00",02:00:00
1004,"Codeforces Round 495 (Div. 2)Enter »Virtual participation »","2018-07-05 19:35:00",02:00:00
1005,"Codeforces Round 496 (Div. 3)Enter »Virtual participation »","2018-07-09 18:35:00",02:00:00
1006,"Codeforces Round 498 (Div. 3)Enter »Virtual participation »","2018-07-16 17:35:00",02:00:00
1007,"Codeforces Round 497 (Div. 1)Enter »Virtual participation »","2018-07-13 17:35:00",02:10:00
1008,"Codeforces Round 497 (Div. 2)Enter »Virtual participation »","2018-07-13 17:35:00",02:10:00
1009,"Educational Codeforces Round 47 (Rated for Div. 2)Enter »Virtual participation »","2018-07-14 17:35:00",02:00:00
1010,"Codeforces Round 499 (Div. 1)Enter »Virtual participation »","2018-07-26 18:05:00",02:00:00
1011,"Codeforces Round 499 (Div. 2)Enter »Virtual participation »","2018-07-26 18:05:00",02:00:00
1012,"Codeforces Round 500 (Div. 1) [based on EJOI]Enter »Virtual participation »","2018-07-30 11:15:00",02:30:00
1013,"Codeforces Round 500 (Div. 2) [based on EJOI]Enter »Virtual participation »","2018-07-30 11:15:00",02:30:00
1014,"Codeforces Marathon Round 2Enter »","2018-07-24 15:15:00",07:00:00
1015,"Codeforces Round 501 (Div. 3)Enter »Virtual participation »","2018-07-31 17:35:00",02:00:00
1016,"Educational Codeforces Round 48 (Rated for Div. 2)Enter »Virtual participation »","2018-08-03 17:45:00",02:00:00
1017,"Codeforces Round 502 (in memory of Leopoldo Taravilse, Div. 1 + Div. 2)Enter »Virtual participation »","2018-08-08 17:05:00",02:40:00
1019,"Codeforces Round 503 (by SIS, Div. 1)Enter »Virtual participation »","2018-08-11 16:35:00",02:00:00
1020,"Codeforces Round 503 (by SIS, Div. 2)Enter »Virtual participation »","2018-08-11 16:35:00",02:00:00
1023,"Codeforces Round 504 (rated, Div. 1 + Div. 2, based on VK Cup 2018 Final)Enter »Virtual participation »","2018-08-17 17:35:00",02:15:00
1025,"Codeforces Round 505 (rated, Div. 1 + Div. 2, based on VK Cup 2018 Final)Enter »Virtual participation »","2018-08-19 16:35:00",02:15:00
1027,"Educational Codeforces Round 49 (Rated for Div. 2)Enter »Virtual participation »","2018-08-18 17:35:00",02:00:00
1028,"AIM Tech Round 5 (rated, Div. 1 + Div. 2)Enter »Virtual participation »","2018-08-27 19:35:00",02:15:00
1029,"Codeforces Round 506 (Div. 3)Enter »Virtual participation »","2018-08-24 17:50:00",02:00:00
1030,"Technocup 2019 - Elimination Round 1Enter »Virtual participation »","2018-09-23 16:05:00",02:00:00
1031,"Technocup 2019 - Elimination Round 2Enter »Virtual participation »","2018-10-21 11:10:00",02:00:00
1032,"Technocup 2019 - Elimination Round 3Enter »Virtual participation »","2018-11-18 19:05:00",02:20:00
1033,"Lyft Level 5 Challenge 2018 - Elimination RoundEnter »Virtual participation »","2018-10-07 20:05:00",02:00:00
1034,"Codeforces Round 511 (Div. 1)Enter »Virtual participation »","2018-09-21 17:35:00",02:00:00
1036,"Educational Codeforces Round 50 (Rated for Div. 2)Enter »Virtual participation »","2018-09-07 17:35:00",02:00:00
1037,"Manthan, Codefest 18 (rated, Div. 1 + Div. 2)Enter »Virtual participation »","2018-09-02 17:35:00",02:00:00
1038,"Codeforces Round 508 (Div. 2)Enter »Virtual participation »","2018-09-06 18:35:00",02:00:00
1039,"Codeforces Round 507 (Div. 1, based on Olympiad of Metropolises)Enter »Virtual participation »","2018-09-05 19:35:00",02:00:00
1040,"Codeforces Round 507 (Div. 2, based on Olympiad of Metropolises)Enter »Virtual participation »","2018-09-05 19:35:00",02:00:00
1041,"Codeforces Round 509 (Div. 2)Enter »Virtual participation »","2018-09-16 13:35:00",02:00:00
1042,"Codeforces Round 510 (Div. 2)Enter »Virtual participation »","2018-09-17 11:05:00",02:00:00
1043,"Codeforces Round 519 by Botan InvestmentsEnter »Virtual participation »","2018-10-28 18:35:00",02:00:00
1044,"Lyft Level 5 Challenge 2018 - Final RoundEnter »Virtual participation »","2018-11-04 21:10:00",02:00:00
1045,"Bubble Cup 11 - Finals [Online Mirror, Div. 1]Enter »Virtual participation »","2018-09-22 13:35:00",05:00:00
1046,"Bubble Cup 11 - Finals [Online Mirror, Div. 2]Enter »Virtual participation »","2018-09-22 13:35:00",05:00:00
1047,"Codeforces Round 511 (Div. 2)Enter »Virtual participation »","2018-09-21 17:35:00",02:00:00
1051,"Educational Codeforces Round 51 (Rated for Div. 2)Enter »Virtual participation »","2018-09-20 17:45:00",02:00:00
1052,"Huawei Honorcup Marathon 1Enter »","2018-09-20 20:00:00",14:00:00
1053,"Codeforces Round 512 (Div. 1, based on Technocup 2019 Elimination Round 1)Enter »Virtual participation »","2018-09-23 16:05:00",02:00:00
1054,"Mail.Ru Cup 2018 Round 1Enter »Virtual participation »","2018-10-18 19:35:00",02:30:00
1055,"Mail.Ru Cup 2018 Round 2Enter »Virtual participation »","2018-11-10 17:35:00",02:30:00
1056,"Mail.Ru Cup 2018 Round 3Enter »Virtual participation »","2018-11-25 19:35:00",02:30:00
1057,"Mail.Ru Cup 2018 - Practice RoundEnter »","2018-10-12 12:05:00",03:00:00
1058,"Codeforces Round 512 (Div. 2, based on Technocup 2019 Elimination Round 1)Enter »Virtual participation »","2018-09-23 16:05:00",02:00:00
1059,"Codeforces Round 514 (Div. 2)Enter »Virtual participation »","2018-10-05 17:35:00",02:00:00
1060,"Codeforces Round 513 by Barcelona Bootcamp (rated, Div. 1 + Div. 2)Enter »Virtual participation »","2018-10-04 10:05:00",02:30:00
1061,"Codeforces Round 523 (Div. 2)Enter »Virtual participation »","2018-11-22 18:45:00",02:00:00
1062,"Codeforces Round 520 (Div. 2)Enter »Virtual participation »","2018-11-14 18:35:00",02:00:00
1063,"Codeforces Round 516 (Div. 1, by Moscow Team Olympiad)Enter »Virtual participation »","2018-10-14 13:05:00",02:00:00
1064,"Codeforces Round 516 (Div. 2, by Moscow Team Olympiad)Enter »Virtual participation »","2018-10-14 13:05:00",02:00:00
1065,"Educational Codeforces Round 52 (Rated for Div. 2)Enter »Virtual participation »","2018-10-11 17:50:00",02:00:00
1066,"Codeforces Round 515 (Div. 3)Enter »Virtual participation »","2018-10-12 17:35:00",02:00:00
1067,"Codeforces Round 518 (Div. 1) [Thanks, Mail.Ru!]Enter »Virtual participation »","2018-10-24 19:35:00",02:00:00
1068,"Codeforces Round 518 (Div. 2) [Thanks, Mail.Ru!]Enter »Virtual participation »","2018-10-24 19:35:00",02:00:00
1070,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)Enter »Virtual participation »","2018-10-20 11:05:00",05:00:00
1071,"Codeforces Round 517 (Div. 1, based on Technocup 2019 Elimination Round 2)Enter »Virtual participation »","2018-10-21 11:10:00",02:00:00
